IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP487;CR_PRICE_1_USD
Накладка 115*30 мм., ≠2 мм., штамп.;Накладка 115*30 мм., ≠2 мм., штамп.;;;2.97
Накладка 125*60 мм., ≠2 мм., штамп.;Накладка 125*60 мм., ≠2 мм., штамп.;;;4.33
Декоративный колпачок Ø75*1.5 мм., на трубу 25*25 мм.;Декоративный колпачок Ø75*1.5 мм., на трубу 25*25 мм.;;;0.77
Переход на трубу 133-76 мм., ≠2 мм., штамп.;Переход на трубу 133-76 мм., ≠2 мм., штамп.;;;8.48
Переход на трубу 102-40*40 мм., ≠2 мм., штамп.;Переход на трубу 102-40*40 мм., ≠2 мм., штамп.;;;5.36
Переход на трубу 89-57 мм., ≠2 мм., штамп.;Переход на трубу 89-57 мм., ≠2 мм., штамп.;;;4.64
Переход на трубу 76-42 мм., ≠2 мм., штамп.;Переход на трубу 76-42 мм., ≠2 мм., штамп.;;;4.52
Переход на трубу 57-30*30 мм., ≠2 мм., штамп.;Переход на трубу 57-30*30 мм., ≠2 мм., штамп.;;;3.96
Эмаль черная (0.8 кг.) Церта-Пласт;Эмаль черная (0.8 кг.) Церта-Пласт;"Кузнечная эмаль «Церта-Пласт» предназначена для антикоррозионной защиты и декоративной отделки ковки, штамповки, литья из чугуна, стали, цветных металлов. Выдерживает условия повышенной влажности и перепад температур от -60°С до +150°С.

<p>В качестве грунта — эмаль «Церта-Пласт» серая.

<p>Технология нанесения

<p>Перед применением тщательно перемешать до однородности. Выдержать в течение 10 минут до исчезновения пузырей. Окрашивать по сухой, обезжиренной поверхности при температуре воздуха и подложки от -30°С до +40°С.

<p>Наносить не менее чем в два слоя пневматикой, валиком или кистью. Возможно нанесение электростатикой. Перед окрашиванием нанести эмаль кистью на сварные швы, торцевые кромки, труднодоступные места «полосовым слоем».

<p>Растворители: сольвент (130/150), ксилол, толуол. Степень разбавления краски до рабочей вязкости — до 30 %. Расход по металлу 300-400 г/м.кв при толщине покрытия 70-100 мкм.";;26.32
Лотос 270*140 мм., ≠12*6 мм.;Лотос 270*140 мм., ≠12*6 мм.;;;1.92
Лотос 270*140 мм., ≠15*7 мм.;Лотос 270*140 мм., ≠15*7 мм.;;;3.62
Лотос 270*140 мм., ≠15*7 мм., по рёбрам с канавкой;Лотос 270*140 мм., ≠15*7 мм., по рёбрам с канавкой;;;3.62
Лотос2 400*80 мм., ≠12*6 мм.;Лотос2 400*80 мм., ≠12*6 мм.;;;2.11
Лотос2 400*80 мм., ≠15*7 мм.;Лотос2 400*80 мм., ≠15*7 мм.;;;3.13
Эмаль черная термостойкая (0.8 кг.) Церта;Эмаль черная термостойкая (0.8 кг.) Церта;"Эмаль предназначена для защитной (антикоррозионной) окраски металлического оборудования, нефте-, газо- и паропроводов, печей для сжигания отходов, а также для окраски выхлопных систем автомобилей, деталей двигателей и других металлических поверхностей, эксплуатируемых в условиях агрессивной среды и температур от ~50°С до +600°С.КОВ68 обладает повышенной атмосфера, влаго-, соле-, масло-, бензостойкостъю.
<p>Основные характеристики:

<br/>КО-868 - термостойкая (антикоррозионная) эмаль, представляющая собой суспензию пигментов и наполнителей в кремнийорганическом лаке с целевыми добавками.
<ul>
<li>Условная вязкость по ВЗ-246-4 при (20±2)°С не менее 25с.
<li>Время высыхания до степени З при (20±2)°С не более 2 ч.
<li>Массовая доля нелетучих веществ – 45±3%.
<li>Термостойкость при (600±5)°С не менее 5 ч.
<li>Стойкость пленки при (20±2)°С к статическому воздействию воды, бензина и минерального масла 100, 100 и 72 ч. соответственно.
<li>Стойкость пленки к солевому туману не менее 100ч.</ul>";;22.07
Балясина 1000 мм., Ø12 мм.;Балясина 1000 мм., Ø12 мм.;;;12.69
Балясина 1000 мм., □12 мм., с 2 вырезами;Балясина 1000 мм., □12 мм., с 2 вырезами;;;19.2
Угол 110*110 мм., ≠1 мм., штамп.;Угол 110*110 мм., ≠1 мм., штамп.;;;1.3
Накладка Ø125 мм., ≠1 мм., штамп.;Накладка Ø125 мм., ≠1 мм., штамп.;;;1.58
Лист 190*100 мм., ≠2 мм., штамп.;Лист 190*100 мм., ≠2 мм., штамп.;;;3.62
Лист 210*120 мм., ≠1.5 мм., штамп.;Лист 210*120 мм., ≠1.5 мм., штамп.;;;3.96
Накладка Ø55*10 мм., литье;Накладка Ø55*10 мм., литье;;;1.39
Подпятник Ø97 мм., отв. Ø48 мм., ≠1.2 мм., штамп.;Подпятник Ø97 мм., отв. Ø48 мм., ≠1.2 мм., штамп.;;;0.87
Патина медно-зеленая матовая (250 мл.);Патина медно-зеленая матовая (250 мл.);;;40.8
Лист 130*140 мм., Ø12 мм., ≠4 мм., литье;Лист 130*140 мм., Ø12 мм., ≠4 мм., литье;;;4.4
Полоса 31*5 мм., 3000 мм., декоративная;Полоса 31*5 мм., 3000 мм., декоративная;;;44.46
Полоса 31*5 мм., 3000 мм., декоративная;Полоса 31*5 мм., 3000 мм., декоративная;;;44.46
Корзинка 90*35 мм., осн. □8 мм.;Корзинка 90*35 мм., осн. □8 мм.;;;2.91
Каталог «Лестницы»;Каталог «Лестницы»;"Твёрдая обложка, мелованая бумага. 320 страниц, более 250 иллюстраций

<p>Каталог фабрики Industria Arteferro Italiana или IND.I.A включает большую коллекцию кованых перил лестниц и ограждений, созданных из кузнечных элементов. Интерьерные кузнечные проекты. Большинство кованых проектов сопровождает рисунок, деталировки и размеры.

<p>IND.I.A — крупная итальянская фабрика, известная как мировой лидер по производству кузнечных элементов. Их каталоги включают в себя более 10.000 различных готовых к использованию художественных и кованых изделий, включая компоненты для заборов и мебели.";;78.64
Каталог «Двери и Окна»;Каталог «Двери и Окна»;"Твёрдая обложка, мелованая бумага. 296 страниц, более 250 иллюстраций


<p>Каталог фабрики Industria Arteferro Italiana или IND.I.A включает большую коллекцию дверей и оконных решеток, созданных из кузнечных элементов. Большинство кованых проектов сопровождает рисунок, деталировки и размеры.

<p>IND.I.A — крупная итальянская фабрика, известная как мировой лидер по производству кузнечных элементов. Их каталоги включают в себя более 10.000 различных готовых к использованию художественных и кованых изделий, включая компоненты для заборов и мебели.";;115.48
Окончание к поручню 1373/2, 300*150 мм.;Окончание к поручню 1373/2, 300*150 мм.;;;47
Полоса 40*4 мм., 3000 мм., прокатанная «Ёлочка»;Полоса 40*4 мм., 3000 мм., прокатанная «Ёлочка»;;;19.54
Полоса 20*4 мм., 3000 мм., прокатанная «Ёлочка»;Полоса 20*4 мм., 3000 мм., прокатанная «Ёлочка»;;;12.07
Грунт-эмаль по рж. серый корроед (0.9 кг.) КВИЛ;Грунт-эмаль по рж. серый корроед (0.9 кг.) КВИЛ;;;19.94
Грунт-эмаль по рж. темно-вишневый корроед (0.9 кг.) КВИЛ;Грунт-эмаль по рж. темно-вишневый корроед (0.9 кг.) КВИЛ;;;23.96
Грунт-эмаль по рж. черный корроед (0.9 кг.) КВИЛ;Грунт-эмаль по рж. черный корроед (0.9 кг.) КВИЛ;"Грунт-эмаль представляет собой суспензию антикоррозионных пигментов и
наполнителей в растворе модифицированного алкидного лака с добавлением
органических растворителей и целевых добавок.

<p>Предназначена для одновременного преобразования ржавчины, антикоррозионного грунтования
и финишной окраски чистых и прокорродировавших металлических
поверхностей с толщиной прочно связанной с металлом ржавчины до 100 мкм.
Грунт-эмаль можно использовать в качестве антикоррозионной грунтовки под
финишные атмосферостойкие эмали в многослойных системах покрытий.

<p>Используется для окрашивания строительных конструкции, промышленного оборудования, складских
помещений, ангароы, гаражей, труб, ворот, дверей, навесов, кованой мебели,
декоративных ограждений, решеток и др. изделия.

<p>Быстро высыхает. Образует прочное ровное полуматовое покрытие с высокой
атмосферо- и противокоррозионной стойкостью. Покрытие устойчиво к действию
технических масел, нефти, дизельного топлива, этилового спирта. Выдерживает
кратковременное воздействия пресной и морской воды, слабых кислот и бензина.

<p>Применение грунт-эмали «Корроед» значительно упрощает подготовку
поверхности перед окрашиванием и удешевляет технологию создания
антикоррозионного покрытия, т.к. не требует предварительного удаления прочно
связанной ржавчины и грунтования. Система покрытия, состоящая из двух слоев
грунт-эмали в условиях умерен";;19.07
